code,subBrand,product,specification,country,reason,sourceDisplay,docUrl,isSeries,brand
30484247,Bimbosan,Bimbosan goat's milk 1 Travel Portion 5x25g,125g,Switzerland/Global,Precautionary recall: Possible presence of Cereulide toxin,Hochdorf Swiss Nutrition / BLV,https://www.hochdorf.com/en/news/,False,Bimbosan
4056631001226,Aptamil,Aptamil PRONATURA 1 800G,800g,Austria,Precautionary recall: Reported 'silent recall' due to potential Cereulide toxin (Bacillus cereus),Foodwatch Austria,https://www.produktwarnung.eu/2026/02/05/update-rueckruf-aptamil-babynahrung-danone-weitet-rueckruf-dramatisch-aus.html,False,Danone
4056631003435,Aptamil,Aptamil PROFUTURA DUOADVANCE PRE 800G,800g,Austria,Precautionary recall: Reported 'silent recall' due to potential Cereulide toxin (Bacillus cereus),Foodwatch Austria,https://www.produktwarnung.eu/2026/02/05/update-rueckruf-aptamil-babynahrung-danone-weitet-rueckruf-dramatisch-aus.html,False,Danone
4056631003701,Aptamil,Aptamil PRONUTRA PRE 1200G,1200g,Austria,Precautionary recall: Reported 'silent recall' due to potential Cereulide toxin (Bacillus cereus),Foodwatch Austria,https://www.produktwarnung.eu/2026/02/05/update-rueckruf-aptamil-babynahrung-danone-weitet-rueckruf-dramatisch-aus.html,False,Danone
5100080621,Guigoz,Guigoz AR/Gest/Optipro 800g,800g,France,Rappel de précaution : Présence potentielle de toxin (Céréulide),Rappel Conso (Gouvernement Français),resources/official_docs/FR_Rappel_Conso_20947.pdf,False,Nestlé
5100080661,S-26,NAN/S-26 MENA Range 400g,400g,Middle East (MENA),Precautionary verification: Quality concern related to raw material,Nestlé MENA Official Release,https://www.food.gov.uk/news-alerts/alert/fsa-prin-02-2026,False,Nestlé
5101080621,Guigoz,Guigoz AR/Gest/Optipro 800g,800g,France,Rappel de précaution : Présence potentielle de toxin (Céréulide),Rappel Conso (Gouvernement Français),resources/official_docs/FR_Rappel_Conso_20947.pdf,False,Nestlé
5101080661,S-26,NAN/S-26 MENA Range 400g,400g,Middle East (MENA),Precautionary verification: Quality concern related to raw material,Nestlé MENA Official Release,https://www.food.gov.uk/news-alerts/alert/fsa-prin-02-2026,False,Nestlé
5102080621,Nidal,Nidal Nidalgest 1 800g,800g,France,Rappel de précaution : Présence potentielle de toxin (Céréulide),Rappel Conso (Gouvernement Français),resources/official_docs/FR_Rappel_Conso_20947.pdf,False,Nestlé
5102080661,S-26,NAN/S-26 MENA Range 400g,400g,Middle East (MENA),Precautionary verification: Quality concern related to raw material,Nestlé MENA Official Release,https://www.food.gov.uk/news-alerts/alert/fsa-prin-02-2026,False,Nestlé
5103080621,Guigoz,Guigoz AR/Gest/Optipro 800g,800g,France,Rappel de précaution : Présence potentielle de toxin (Céréulide),Rappel Conso (Gouvernement Français),resources/official_docs/FR_Rappel_Conso_20947.pdf,False,Nestlé
5103080661,S-26,NAN/S-26 MENA Range 400g,400g,Middle East (MENA),Precautionary verification: Quality concern related to raw material,Nestlé MENA Official Release,https://www.food.gov.uk/news-alerts/alert/fsa-prin-02-2026,False,Nestlé
5104080621,Guigoz,Guigoz AR/Gest/Optipro 800g,800g,France,Rappel de précaution : Présence potentielle de toxin (Céréulide),Rappel Conso (Gouvernement Français),resources/official_docs/FR_Rappel_Conso_20947.pdf,False,Nestlé
5104080661,S-26,NAN/S-26 MENA Range 400g,400g,Middle East (MENA),Precautionary verification: Quality concern related to raw material,Nestlé MENA Official Release,https://www.food.gov.uk/news-alerts/alert/fsa-prin-02-2026,False,Nestlé
5105080621,Guigoz,Guigoz AR/Gest/Optipro 800g,800g,France,Rappel de précaution : Présence potentielle de toxin (Céréulide),Rappel Conso (Gouvernement Français),resources/official_docs/FR_Rappel_Conso_20947.pdf,False,Nestlé
5105080661,S-26,NAN/S-26 MENA Range 400g,400g,Middle East (MENA),Precautionary verification: Quality concern related to raw material,Nestlé MENA Official Release,https://www.food.gov.uk/news-alerts/alert/fsa-prin-02-2026,False,Nestlé
51060017Y2,Alfamino,Alfamino 400g,400g,Mexico,Alerta Sanitaria: Posible presencia de toxina cereulida (Bacillus cereus),COFEPRIS Mexico,resources/official_docs/Mexico/Alerta_Sanitaria_Nestle_07012026.pdf,False,Nestlé
5106080621,Guigoz,Guigoz AR/Gest/Optipro 800g,800g,France,Rappel de précaution : Présence potentielle de toxin (Céréulide),Rappel Conso (Gouvernement Français),resources/official_docs/FR_Rappel_Conso_20947.pdf,False,Nestlé
5106080661,S-26,NAN/S-26 MENA Range 400g,400g,Middle East (MENA),Precautionary verification: Quality concern related to raw material,Nestlé MENA Official Release,https://www.food.gov.uk/news-alerts/alert/fsa-prin-02-2026,False,Nestlé
51070017Y1,Alfamino,Alfamino 400g,400g,Mexico,Alerta Sanitaria: Posible presencia de toxina cereulida (Bacillus cereus),COFEPRIS Mexico,resources/official_docs/Mexico/Alerta_Sanitaria_Nestle_07012026.pdf,False,Nestlé
51070017Y2,Nestlé Nutrition,Alfamino Infant 400g,400g,Australia/New Zealand,Precautionary recall: Microbial contamination (Cereulide),Food Standards Australia New Zealand (FSANZ),https://www.food.gov.uk/news-alerts/alert/fsa-prin-02-2026,False,Nestlé
5107080621,Guigoz,Guigoz AR/Gest/Optipro 800g,800g,France,Rappel de précaution : Présence potentielle de toxin (Céréulide),Rappel Conso (Gouvernement Français),resources/official_docs/FR_Rappel_Conso_20947.pdf,False,Nestlé
5107080661,S-26,NAN/S-26 MENA Range 400g,400g,Middle East (MENA),Precautionary verification: Quality concern related to raw material,Nestlé MENA Official Release,https://www.food.gov.uk/news-alerts/alert/fsa-prin-02-2026,False,Nestlé
51080017Y1,Nestlé Nutrition,Alfamino Infant 400g,400g,Australia/New Zealand,Precautionary recall: Microbial contamination (Cereulide),Food Standards Australia New Zealand (FSANZ),https://www.food.gov.uk/news-alerts/alert/fsa-prin-02-2026,False,Nestlé
5108080621,Guigoz,Guigoz AR/Gest/Optipro 800g,800g,France,Rappel de précaution : Présence potentielle de toxin (Céréulide),Rappel Conso (Gouvernement Français),resources/official_docs/FR_Rappel_Conso_20947.pdf,False,Nestlé
5108080661,S-26,NAN/S-26 MENA Range 400g,400g,Middle East (MENA),Precautionary verification: Quality concern related to raw material,Nestlé MENA Official Release,https://www.food.gov.uk/news-alerts/alert/fsa-prin-02-2026,False,Nestlé
5109080621,Guigoz,Guigoz AR/Gest/Optipro 800g,800g,France,Rappel de précaution : Présence potentielle de toxin (Céréulide),Rappel Conso (Gouvernement Français),resources/official_docs/FR_Rappel_Conso_20947.pdf,False,Nestlé
5109080661,S-26,NAN/S-26 MENA Range 400g,400g,Middle East (MENA),Precautionary verification: Quality concern related to raw material,Nestlé MENA Official Release,https://www.food.gov.uk/news-alerts/alert/fsa-prin-02-2026,False,Nestlé
5110080621,Guigoz,Guigoz AR/Gest/Optipro 800g,800g,France,Rappel de précaution : Présence potentielle de toxin (Céréulide),Rappel Conso (Gouvernement Français),resources/official_docs/FR_Rappel_Conso_20947.pdf,False,Nestlé
5110080661,S-26,NAN/S-26 MENA Range 400g,400g,Middle East (MENA),Precautionary verification: Quality concern related to raw material,Nestlé MENA Official Release,https://www.food.gov.uk/news-alerts/alert/fsa-prin-02-2026,False,Nestlé
5111080621,Guigoz,Guigoz AR/Gest/Optipro 800g,800g,France,Rappel de précaution : Présence potentielle de toxin (Céréulide),Rappel Conso (Gouvernement Français),resources/official_docs/FR_Rappel_Conso_20947.pdf,False,Nestlé
5111080661,S-26,NAN/S-26 MENA Range 400g,400g,Middle East (MENA),Precautionary verification: Quality concern related to raw material,Nestlé MENA Official Release,https://www.food.gov.uk/news-alerts/alert/fsa-prin-02-2026,False,Nestlé
5112080621,Guigoz,Guigoz AR/Gest/Optipro 800g,800g,France,Rappel de précaution : Présence potentielle de toxin (Céréulide),Rappel Conso (Gouvernement Français),resources/official_docs/FR_Rappel_Conso_20947.pdf,False,Nestlé
5112080661,S-26,NAN/S-26 MENA Range 400g,400g,Middle East (MENA),Precautionary verification: Quality concern related to raw material,Nestlé MENA Official Release,https://www.food.gov.uk/news-alerts/alert/fsa-prin-02-2026,False,Nestlé
51130017Y1,Alfamino,Alfamino 400g,400g,Czech Republic,Precautionary recall: Potential Cereulide toxin,Czech Ministry of Health,https://mzd.gov.cz/hlavni-hygienicka-varuje-pred-konzumaci-nekolika-sarzi-kontaminovanych-kojeneckych-vyziv/,False,Nestlé
5113080621,Guigoz,Guigoz AR/Gest/Optipro 800g,800g,France,Rappel de précaution : Présence potentielle de toxin (Céréulide),Rappel Conso (Gouvernement Français),resources/official_docs/FR_Rappel_Conso_20947.pdf,False,Nestlé
5113080661,S-26,NAN/S-26 MENA Range 400g,400g,Middle East (MENA),Precautionary verification: Quality concern related to raw material,Nestlé MENA Official Release,https://www.food.gov.uk/news-alerts/alert/fsa-prin-02-2026,False,Nestlé
5114080621,Guigoz,Guigoz AR/Gest/Optipro 800g,800g,France,Rappel de précaution : Présence potentielle de toxin (Céréulide),Rappel Conso (Gouvernement Français),resources/official_docs/FR_Rappel_Conso_20947.pdf,False,Nestlé
5114080661,S-26,NAN/S-26 MENA Range 400g,400g,Middle East (MENA),Precautionary verification: Quality concern related to raw material,Nestlé MENA Official Release,https://www.food.gov.uk/news-alerts/alert/fsa-prin-02-2026,False,Nestlé
51150346AB,SMA,SMA Lactose Free 400g,400g,United Kingdom,Precautionary recall: Possible presence of Cereulide toxin (Bacillus cereus),UK Food Standards Agency (FSA),resources/official_docs/UK_FSA_Advisory_28046.pdf,False,Nestlé
5115080621,Guigoz,Guigoz AR/Gest/Optipro 800g,800g,France,Rappel de précaution : Présence potentielle de toxin (Céréulide),Rappel Conso (Gouvernement Français),resources/official_docs/FR_Rappel_Conso_20947.pdf,False,Nestlé
5115080661,S-26,NAN/S-26 MENA Range 400g,400g,Middle East (MENA),Precautionary verification: Quality concern related to raw material,Nestlé MENA Official Release,https://www.food.gov.uk/news-alerts/alert/fsa-prin-02-2026,False,Nestlé
5116080621,Guigoz,Guigoz AR/Gest/Optipro 800g,800g,France,Rappel de précaution : Présence potentielle de toxin (Céréulide),Rappel Conso (Gouvernement Français),resources/official_docs/FR_Rappel_Conso_20947.pdf,False,Nestlé
5116080661,S-26,NAN/S-26 MENA Range 400g,400g,Middle East (MENA),Precautionary verification: Quality concern related to raw material,Nestlé MENA Official Release,https://www.food.gov.uk/news-alerts/alert/fsa-prin-02-2026,False,Nestlé
51170346AA,SMA,SMA First Milk 800g,800g,United Kingdom,Precautionary recall: Possible presence of Cereulide toxin (Bacillus cereus),UK Food Standards Agency (FSA),resources/official_docs/UK_FSA_Advisory_28046.pdf,False,Nestlé
51170346AB,SMA,SMA First Milk 800g,800g,United Kingdom,Precautionary recall: Possible presence of Cereulide toxin (Bacillus cereus),UK Food Standards Agency (FSA),resources/official_docs/UK_FSA_Advisory_28046.pdf,False,Nestlé
5117080621,Guigoz,Guigoz AR/Gest/Optipro 800g,800g,France,Rappel de précaution : Présence potentielle de toxin (Céréulide),Rappel Conso (Gouvernement Français),resources/official_docs/FR_Rappel_Conso_20947.pdf,False,Nestlé
5117080661,S-26,NAN/S-26 MENA Range 400g,400g,Middle East (MENA),Precautionary verification: Quality concern related to raw material,Nestlé MENA Official Release,https://www.food.gov.uk/news-alerts/alert/fsa-prin-02-2026,False,Nestlé
5118080621,Guigoz,Guigoz AR/Gest/Optipro 800g,800g,France,Rappel de précaution : Présence potentielle de toxin (Céréulide),Rappel Conso (Gouvernement Français),resources/official_docs/FR_Rappel_Conso_20947.pdf,False,Nestlé
5118080661,S-26,NAN/S-26 MENA Range 400g,400g,Middle East (MENA),Precautionary verification: Quality concern related to raw material,Nestlé MENA Official Release,https://www.food.gov.uk/news-alerts/alert/fsa-prin-02-2026,False,Nestlé
51190017C2,Illuma,Illuma Future 1 800g,800g,China (Cross-border),预防性召回：蜡样芽孢杆菌代谢物风险 (Cereulide),雀巢中国官方公告,https://www.cfs.gov.hk/english/press/20260110_12105.html,False,Nestlé
5119080621,Guigoz,Guigoz AR/Gest/Optipro 800g,800g,France,Rappel de précaution : Présence potentielle de toxin (Céréulide),Rappel Conso (Gouvernement Français),resources/official_docs/FR_Rappel_Conso_20947.pdf,False,Nestlé
5119080661,S-26,NAN/S-26 MENA Range 400g,400g,Middle East (MENA),Precautionary verification: Quality concern related to raw material,Nestlé MENA Official Release,https://www.food.gov.uk/news-alerts/alert/fsa-prin-02-2026,False,Nestlé
51200017Y3,SMA,SMA Alfamino 400g,400g,United Kingdom,Precautionary recall: Possible presence of Cereulide toxin (Bacillus cereus),UK Food Standards Agency (FSA),resources/official_docs/UK_FSA_Advisory_28046.pdf,False,Nestlé
5120080621,Guigoz,Guigoz AR/Gest/Optipro 800g,800g,France,Rappel de précaution : Présence potentielle de toxin (Céréulide),Rappel Conso (Gouvernement Français),resources/official_docs/FR_Rappel_Conso_20947.pdf,False,Nestlé
5120080661,S-26,NAN/S-26 MENA Range 400g,400g,Middle East (MENA),Precautionary verification: Quality concern related to raw material,Nestlé MENA Official Release,https://www.food.gov.uk/news-alerts/alert/fsa-prin-02-2026,False,Nestlé
51210017Y1,SMA,SMA Alfamino 400g,400g,United Kingdom,Precautionary recall: Possible presence of Cereulide toxin (Bacillus cereus),UK Food Standards Agency (FSA),resources/official_docs/UK_FSA_Advisory_28046.pdf,False,Nestlé
5121080621,Guigoz,Guigoz AR/Gest/Optipro 800g,800g,France,Rappel de précaution : Présence potentielle de toxin (Céréulide),Rappel Conso (Gouvernement Français),resources/official_docs/FR_Rappel_Conso_20947.pdf,False,Nestlé
5121080661,S-26,NAN/S-26 MENA Range 400g,400g,Middle East (MENA),Precautionary verification: Quality concern related to raw material,Nestlé MENA Official Release,https://www.food.gov.uk/news-alerts/alert/fsa-prin-02-2026,False,Nestlé
51220017Y1,SMA,SMA Alfamino 400g,400g,United Kingdom,Precautionary recall: Possible presence of Cereulide toxin (Bacillus cereus),UK Food Standards Agency (FSA),resources/official_docs/UK_FSA_Advisory_28046.pdf,False,Nestlé
51220346AD,Nestlé Nutrition,LITTLE STEPS First 800g,800g,United Kingdom,Precautionary recall: Possible presence of Cereulide toxin (Bacillus cereus),UK Food Standards Agency (FSA),resources/official_docs/UK_FSA_Advisory_28046.pdf,False,Nestlé
51220346BA,Nidal,Nidal Nidalgest 1 1.2kg,2kg,France,Rappel de précaution : Présence potentielle de toxin (Céréulide),Rappel Conso (Gouvernement Français),resources/official_docs/FR_Rappel_Conso_20947.pdf,False,Nestlé
5122080621,Guigoz,Guigoz AR/Gest/Optipro 800g,800g,France,Rappel de précaution : Présence potentielle de toxin (Céréulide),Rappel Conso (Gouvernement Français),resources/official_docs/FR_Rappel_Conso_20947.pdf,False,Nestlé
5122080661,S-26,NAN/S-26 MENA Range 400g,400g,Middle East (MENA),Precautionary verification: Quality concern related to raw material,Nestlé MENA Official Release,https://www.food.gov.uk/news-alerts/alert/fsa-prin-02-2026,False,Nestlé
51230346AA,Nidal,Nidal Nidalgest 1 800g,800g,France,Rappel de précaution : Présence potentielle de toxin (Céréulide),Rappel Conso (Gouvernement Français),resources/official_docs/FR_Rappel_Conso_20947.pdf,False,Nestlé
51230346AC,Little Steps,Nestlé Little Steps 1 800g,800g,Netherlands,Precautionary recall: Potential presence of Cereulide (Bacillus cereus toxin),NVWA (Netherlands),https://www.nvwa.nl/documenten/waarschuwingen/2026/01/05/veiligheidswaarschuwing-little-steps-1-alfamino-zuigelingenvoeding-van-nestle,False,Nestlé
51230742F1,BEBA,BEBA Supreme 3 830g,830g,China (Cross-border),预防性召回：蜡样芽孢杆菌代谢物风险 (Cereulide),雀巢中国官方公告,https://www.cfs.gov.hk/english/press/20260110_12105.html,False,Nestlé
5123080621,Guigoz,Guigoz AR/Gest/Optipro 800g,800g,France,Rappel de précaution : Présence potentielle de toxin (Céréulide),Rappel Conso (Gouvernement Français),resources/official_docs/FR_Rappel_Conso_20947.pdf,False,Nestlé
5123080661,S-26,NAN/S-26 MENA Range 400g,400g,Middle East (MENA),Precautionary verification: Quality concern related to raw material,Nestlé MENA Official Release,https://www.food.gov.uk/news-alerts/alert/fsa-prin-02-2026,False,Nestlé
51240742F2,SMA,SMA Follow-on 800g,800g,United Kingdom,Precautionary recall: Possible presence of Cereulide toxin (Bacillus cereus),UK Food Standards Agency (FSA),resources/official_docs/UK_FSA_Advisory_28046.pdf,False,Nestlé
51240742F3,SMA,SMA Comfort 800g,800g,United Kingdom,Precautionary recall: Possible presence of Cereulide toxin (Bacillus cereus),UK Food Standards Agency (FSA),resources/official_docs/UK_FSA_Advisory_28046.pdf,False,Nestlé
51240742F5,BEBA,BEBA Comfort,800g,Switzerland/Belgium/Netherlands,Precautionary recall: Possible presence of Cereulide toxin (Bacillus cereus),Nestlé Switzerland / BLV / FAVV,https://www.nestle.ch/,False,Nestlé
5124080621,Guigoz,Guigoz AR/Gest/Optipro 800g,800g,France,Rappel de précaution : Présence potentielle de toxin (Céréulide),Rappel Conso (Gouvernement Français),resources/official_docs/FR_Rappel_Conso_20947.pdf,False,Nestlé
5124080661,S-26,NAN/S-26 MENA Range 400g,400g,Middle East (MENA),Precautionary verification: Quality concern related to raw material,Nestlé MENA Official Release,https://www.food.gov.uk/news-alerts/alert/fsa-prin-02-2026,False,Nestlé
51250017C1,NAN,NaN A2 1,800g,China (Cross-border),预防性召回：蜡样芽孢杆菌代谢物风险 (Cereulide),雀巢中国官方公告,https://www.cfs.gov.hk/english/press/20260110_12105.html,False,Nestlé
51250017Y1,SMA,SMA Alfamino 400g,400g,United Kingdom,Precautionary recall: Possible presence of Cereulide toxin (Bacillus cereus),UK Food Standards Agency (FSA),resources/official_docs/UK_FSA_Advisory_28046.pdf,False,Nestlé
51250742F1,Guigoz,Guigoz 1 6x230ml,6x230ml,France,Rappel de précaution : Présence potentielle de toxin (Céréulide),Rappel Conso (Gouvernement Français),resources/official_docs/FR_Rappel_Conso_20947.pdf,False,Nestlé
5125080621,Guigoz,Guigoz AR/Gest/Optipro 800g,800g,France,Rappel de précaution : Présence potentielle de toxin (Céréulide),Rappel Conso (Gouvernement Français),resources/official_docs/FR_Rappel_Conso_20947.pdf,False,Nestlé
5125080661,S-26,S-26 AR UAE/Kuwait 400g,400g,Middle East (MENA),Precautionary verification: Quality concern related to raw material,Nestlé MENA Official Release,https://www.food.gov.uk/news-alerts/alert/fsa-prin-02-2026,False,Nestlé
51260017C1,NAN,NaN A2 2,800g,China (Cross-border),预防性召回：蜡样芽孢杆菌代谢物风险 (Cereulide),雀巢中国官方公告,https://www.cfs.gov.hk/english/press/20260110_12105.html,False,Nestlé
51260017C2,NAN,NaN A2 3,800g,China (Cross-border),预防性召回：蜡样芽孢杆菌代谢物风险 (Cereulide),雀巢中国官方公告,https://www.cfs.gov.hk/english/press/20260110_12105.html,False,Nestlé
5126080621,Guigoz,Guigoz AR/Gest/Optipro 800g,800g,France,Rappel de précaution : Présence potentielle de toxin (Céréulide),Rappel Conso (Gouvernement Français),resources/official_docs/FR_Rappel_Conso_20947.pdf,False,Nestlé
5126080661,S-26,NAN/S-26 MENA Range 400g,400g,Middle East (MENA),Precautionary verification: Quality concern related to raw material,Nestlé MENA Official Release,https://www.food.gov.uk/news-alerts/alert/fsa-prin-02-2026,False,Nestlé
5127080621,Guigoz,Guigoz AR/Gest/Optipro 800g,800g,France,Rappel de précaution : Présence potentielle de toxin (Céréulide),Rappel Conso (Gouvernement Français),resources/official_docs/FR_Rappel_Conso_20947.pdf,False,Nestlé
5127080661,S-26,NAN/S-26 MENA Range 400g,400g,Middle East (MENA),Precautionary verification: Quality concern related to raw material,Nestlé MENA Official Release,https://www.food.gov.uk/news-alerts/alert/fsa-prin-02-2026,False,Nestlé
5128080621,Guigoz,Guigoz AR/Gest/Optipro 800g,800g,France,Rappel de précaution : Présence potentielle de toxin (Céréulide),Rappel Conso (Gouvernement Français),resources/official_docs/FR_Rappel_Conso_20947.pdf,False,Nestlé
5128080661,S-26,NAN/S-26 MENA Range 400g,400g,Middle East (MENA),Precautionary verification: Quality concern related to raw material,Nestlé MENA Official Release,https://www.food.gov.uk/news-alerts/alert/fsa-prin-02-2026,False,Nestlé
5129080621,Guigoz,Guigoz AR/Gest/Optipro 800g,800g,France,Rappel de précaution : Présence potentielle de toxin (Céréulide),Rappel Conso (Gouvernement Français),resources/official_docs/FR_Rappel_Conso_20947.pdf,False,Nestlé
5129080661,S-26,NAN/S-26 MENA Range 400g,400g,Middle East (MENA),Precautionary verification: Quality concern related to raw material,Nestlé MENA Official Release,https://www.food.gov.uk/news-alerts/alert/fsa-prin-02-2026,False,Nestlé
5130080621,Guigoz,Guigoz AR/Gest/Optipro 800g,800g,France,Rappel de précaution : Présence potentielle de toxin (Céréulide),Rappel Conso (Gouvernement Français),resources/official_docs/FR_Rappel_Conso_20947.pdf,False,Nestlé
5130080661,S-26,NAN/S-26 MENA Range 400g,400g,Middle East (MENA),Precautionary verification: Quality concern related to raw material,Nestlé MENA Official Release,https://www.food.gov.uk/news-alerts/alert/fsa-prin-02-2026,False,Nestlé
5131080621,Guigoz,Guigoz AR/Gest/Optipro 800g,800g,France,Rappel de précaution : Présence potentielle de toxin (Céréulide),Rappel Conso (Gouvernement Français),resources/official_docs/FR_Rappel_Conso_20947.pdf,False,Nestlé
5131080661,S-26,NAN/S-26 MENA Range 400g,400g,Middle East (MENA),Precautionary verification: Quality concern related to raw material,Nestlé MENA Official Release,https://www.food.gov.uk/news-alerts/alert/fsa-prin-02-2026,False,Nestlé
5132080621,Nidal,Nidal Nidalgest 1 800g,800g,France,Rappel de précaution : Présence potentielle de toxin (Céréulide),Rappel Conso (Gouvernement Français),resources/official_docs/FR_Rappel_Conso_20947.pdf,False,Nestlé
5132080661,S-26,NAN/S-26 MENA Range 400g,400g,Middle East (MENA),Precautionary verification: Quality concern related to raw material,Nestlé MENA Official Release,https://www.food.gov.uk/news-alerts/alert/fsa-prin-02-2026,False,Nestlé
5133080621,Guigoz,Guigoz AR/Gest/Optipro 800g,800g,France,Rappel de précaution : Présence potentielle de toxin (Céréulide),Rappel Conso (Gouvernement Français),resources/official_docs/FR_Rappel_Conso_20947.pdf,False,Nestlé
5133080661,S-26,NAN/S-26 MENA Range 400g,400g,Middle East (MENA),Precautionary verification: Quality concern related to raw material,Nestlé MENA Official Release,https://www.food.gov.uk/news-alerts/alert/fsa-prin-02-2026,False,Nestlé
51340346AB,SMA,SMA First Milk 800g,800g,United Kingdom,Precautionary recall: Possible presence of Cereulide toxin (Bacillus cereus),UK Food Standards Agency (FSA),resources/official_docs/UK_FSA_Advisory_28046.pdf,False,Nestlé
51340346BE,SMA,SMA First Milk 1.2kg,2kg,United Kingdom,Precautionary recall: Possible presence of Cereulide toxin (Bacillus cereus),UK Food Standards Agency (FSA),resources/official_docs/UK_FSA_Advisory_28046.pdf,False,Nestlé
5134080621,Guigoz,Guigoz AR/Gest/Optipro 800g,800g,France,Rappel de précaution : Présence potentielle de toxin (Céréulide),Rappel Conso (Gouvernement Français),resources/official_docs/FR_Rappel_Conso_20947.pdf,False,Nestlé
5134080661,S-26,NAN/S-26 MENA Range 400g,400g,Middle East (MENA),Precautionary verification: Quality concern related to raw material,Nestlé MENA Official Release,https://www.food.gov.uk/news-alerts/alert/fsa-prin-02-2026,False,Nestlé
51350346AA,SMA,SMA First Milk 400g,400g,United Kingdom,Precautionary recall: Possible presence of Cereulide toxin (Bacillus cereus),UK Food Standards Agency (FSA),resources/official_docs/UK_FSA_Advisory_28046.pdf,False,Nestlé
5135080621,Guigoz,Guigoz AR/Gest/Optipro 800g,800g,France,Rappel de précaution : Présence potentielle de toxin (Céréulide),Rappel Conso (Gouvernement Français),resources/official_docs/FR_Rappel_Conso_20947.pdf,False,Nestlé
5135080661,S-26,NAN/S-26 MENA Range 400g,400g,Middle East (MENA),Precautionary verification: Quality concern related to raw material,Nestlé MENA Official Release,https://www.food.gov.uk/news-alerts/alert/fsa-prin-02-2026,False,Nestlé
5136080621,Guigoz,Guigoz AR/Gest/Optipro 800g,800g,France,Rappel de précaution : Présence potentielle de toxin (Céréulide),Rappel Conso (Gouvernement Français),resources/official_docs/FR_Rappel_Conso_20947.pdf,False,Nestlé
5136080661,S-26,NAN/S-26 MENA Range 400g,400g,Middle East (MENA),Precautionary verification: Quality concern related to raw material,Nestlé MENA Official Release,https://www.food.gov.uk/news-alerts/alert/fsa-prin-02-2026,False,Nestlé
51370346AA,NAN,NAN OptiPro 1 400g,400g,Egypt,Precautionary recall: Cereulide toxin risk,Egypt National Food Safety Authority,https://english.ahram.org.eg/News/560085.aspx,False,Nestlé
5137080621,Guigoz,Guigoz AR/Gest/Optipro 800g,800g,France,Rappel de précaution : Présence potentielle de toxin (Céréulide),Rappel Conso (Gouvernement Français),resources/official_docs/FR_Rappel_Conso_20947.pdf,False,Nestlé
5137080661,S-26,NAN/S-26 MENA Range 400g,400g,Middle East (MENA),Precautionary verification: Quality concern related to raw material,Nestlé MENA Official Release,https://www.food.gov.uk/news-alerts/alert/fsa-prin-02-2026,False,Nestlé
